tracer_type,x_kpc,y_kpc,z_kpc,distance_basis,source_record
hii_region,2.81869,9.32703,0.01414,photometric_or_trigonometric,tablea1.dat:2617
hii_region,4.21672,9.84252,-0.00509,kinematic,tablea1.dat:2618
hii_region,2.51668,9.22127,0.00206,photometric_or_trigonometric,tablea1.dat:2619
hii_region,2.56207,9.24266,0.01001,photometric_or_trigonometric,tablea1.dat:2630
hii_region,0.78766,8.58933,0.03840,photometric_or_trigonometric,tablea1.dat:2631
hii_region,2.81474,9.33786,0.00838,photometric_or_trigonometric,tablea1.dat:2636
hii_region,0.67428,8.55181,0.01861,kinematic,tablea1.dat:2638
hii_region,0.66246,8.55415,0.02570,kinematic,tablea1.dat:2639
hii_region,3.10316,9.50588,-0.07195,photometric_or_trigonometric,tablea1.dat:2640
hii_region,3.11256,9.51060,-0.04489,photometric_or_trigonometric,tablea1.dat:2641
hii_region,2.98163,9.46129,-0.03630,photometric_or_trigonometric,tablea1.dat:2642
hii_region,2.46493,9.27220,0.03783,photometric_or_trigonometric,tablea1.dat:2647
hii_region,2.46465,9.27299,0.03598,photometric_or_trigonometric,tablea1.dat:2656
hii_region,2.46365,9.27603,0.01730,photometric_or_trigonometric,tablea1.dat:2662
hii_region,2.96897,9.49232,0.05976,photometric_or_trigonometric,tablea1.dat:2671
hii_region,2.96897,9.49232,0.05976,photometric_or_trigonometric,tablea1.dat:2673
hii_region,0.87903,8.65390,0.06759,photometric_or_trigonometric,tablea1.dat:2675
hii_region,2.23074,9.21203,0.00951,photometric_or_trigonometric,tablea1.dat:2676
hii_region,3.23478,9.71250,-0.04442,photometric_or_trigonometric,tablea1.dat:2684
hii_region,3.22578,9.73014,-0.09980,photometric_or_trigonometric,tablea1.dat:2687
hii_region,2.14508,9.28345,-0.03213,photometric_or_trigonometric,tablea1.dat:2688
hii_region,1.78195,9.11621,0.00787,photometric_or_trigonometric,tablea1.dat:2690
hii_region,4.90542,10.58535,0.30066,kinematic,tablea1.dat:2692
hii_region,1.92622,9.23051,-0.05874,photometric_or_trigonometric,tablea1.dat:2694
hii_region,1.87956,9.21185,-0.06237,photometric_or_trigonometric,tablea1.dat:2698
hii_region,1.08234,8.85899,0.06687,kinematic,tablea1.dat:2700
hii_region,2.30171,9.50484,0.10253,photometric_or_trigonometric,tablea1.dat:2701
hii_region,0.79937,8.72768,0.07871,photometric_or_trigonometric,tablea1.dat:2703
hii_region,2.73780,9.79456,-0.07187,photometric_or_trigonometric,tablea1.dat:2708
hii_region,2.34358,9.59699,0.08853,kinematic,tablea1.dat:2710
hii_region,2.57744,9.75468,-0.04804,photometric_or_trigonometric,tablea1.dat:2711
hii_region,4.97366,11.18406,0.35003,kinematic,tablea1.dat:2713
hii_region,2.30252,9.64872,0.09085,photometric_or_trigonometric,tablea1.dat:2717
hii_region,2.03827,9.50927,-0.00372,photometric_or_trigonometric,tablea1.dat:2719
hii_region,0.78607,8.77790,0.01058,photometric_or_trigonometric,tablea1.dat:2720
hii_region,1.69003,9.33071,0.04292,kinematic,tablea1.dat:2721
hii_region,0.02314,8.31413,0.01285,kinematic,tablea1.dat:2722
hii_region,2.46746,9.81171,0.19078,kinematic,tablea1.dat:2724
hii_region,1.82597,9.44166,-0.26713,photometric_or_trigonometric,tablea1.dat:2727
hii_region,4.55614,11.21713,0.00567,photometric_or_trigonometric,tablea1.dat:2728
hii_region,2.02807,9.60050,0.06098,photometric_or_trigonometric,tablea1.dat:2729
hii_region,2.32063,9.78982,0.11269,kinematic,tablea1.dat:2730
hii_region,4.41703,11.14407,0.26208,kinematic,tablea1.dat:2732
hii_region,1.55405,9.30190,0.06037,kinematic,tablea1.dat:2733
hii_region,1.20360,9.08731,0.07135,photometric_or_trigonometric,tablea1.dat:2734
hii_region,1.98269,9.59043,-0.26104,photometric_or_trigonometric,tablea1.dat:2736
hii_region,2.67731,10.10383,-0.10540,photometric_or_trigonometric,tablea1.dat:2739
hii_region,2.70218,10.12368,-0.00154,kinematic,tablea1.dat:2742
hii_region,6.36967,12.70136,0.34332,kinematic,tablea1.dat:2743
hii_region,2.26367,9.87898,0.01546,photometric_or_trigonometric,tablea1.dat:2745
hii_region,3.46122,10.77854,0.15633,kinematic,tablea1.dat:2747
hii_region,4.55052,11.56002,0.15812,kinematic,tablea1.dat:2748
hii_region,3.56582,10.85598,0.15489,kinematic,tablea1.dat:2749
hii_region,1.15505,9.15969,-0.01985,photometric_or_trigonometric,tablea1.dat:2750
hii_region,1.71688,9.59376,0.03152,photometric_or_trigonometric,tablea1.dat:2754
hii_region,1.13074,9.18565,-0.10321,photometric_or_trigonometric,tablea1.dat:2755
hii_region,6.66917,13.65775,0.30053,kinematic,tablea1.dat:2756
hii_region,4.92420,12.66884,0.30584,kinematic,tablea1.dat:2759
hii_region,3.50611,11.47435,-0.05985,kinematic,tablea1.dat:2760
hii_region,1.40900,9.64741,0.04118,photometric_or_trigonometric,tablea1.dat:2765
hii_region,1.40735,9.64889,0.04843,photometric_or_trigonometric,tablea1.dat:2779
hii_region,1.40341,9.65336,0.03675,photometric_or_trigonometric,tablea1.dat:2785
hii_region,0.35691,8.64878,0.03105,kinematic,tablea1.dat:2790
hii_region,1.38349,9.67387,0.03063,photometric_or_trigonometric,tablea1.dat:2791
hii_region,4.21698,12.55810,0.29278,photometric_or_trigonometric,tablea1.dat:2794
hii_region,1.53176,9.87900,-0.02150,kinematic,tablea1.dat:2795
hii_region,1.66604,10.02523,0.08878,photometric_or_trigonometric,tablea1.dat:2797
hii_region,2.41921,10.81217,0.12850,photometric_or_trigonometric,tablea1.dat:2799
hii_region,1.66278,10.02848,0.08669,photometric_or_trigonometric,tablea1.dat:2801
hii_region,1.49754,9.87037,-0.01439,kinematic,tablea1.dat:2803
hii_region,2.37113,10.78854,0.13595,kinematic,tablea1.dat:2804
hii_region,1.59725,9.98256,-0.01296,kinematic,tablea1.dat:2805
hii_region,3.79950,12.29685,0.24367,photometric_or_trigonometric,tablea1.dat:2806
hii_region,2.17493,10.61907,0.06310,kinematic,tablea1.dat:2808
hii_region,1.57126,9.97909,0.04255,photometric_or_trigonometric,tablea1.dat:2809
hii_region,3.09483,11.62682,0.23837,kinematic,tablea1.dat:2811
hii_region,1.55740,9.99247,0.00803,photometric_or_trigonometric,tablea1.dat:2812
hii_region,1.18724,9.59882,0.03348,photometric_or_trigonometric,tablea1.dat:2814
hii_region,4.65707,13.43063,-0.11490,photometric_or_trigonometric,tablea1.dat:2817
hii_region,0.73286,9.11650,0.07903,photometric_or_trigonometric,tablea1.dat:2818
hii_region,2.03497,10.58376,0.08309,kinematic,tablea1.dat:2820
hii_region,1.52383,10.02152,0.06562,photometric_or_trigonometric,tablea1.dat:2823
hii_region,2.26340,10.96514,0.15511,photometric_or_trigonometric,tablea1.dat:2830
hii_region,2.12507,10.82467,0.01152,kinematic,tablea1.dat:2831
hii_region,0.61547,9.04902,0.03250,photometric_or_trigonometric,tablea1.dat:2834
hii_region,2.03561,10.78173,0.03770,kinematic,tablea1.dat:2836
hii_region,2.16556,10.94580,-0.08057,kinematic,tablea1.dat:2837
hii_region,0.37868,8.76430,0.03203,photometric_or_trigonometric,tablea1.dat:2838
hii_region,0.45161,8.87246,0.03515,photometric_or_trigonometric,tablea1.dat:2839
hii_region,0.67407,9.16837,0.03954,photometric_or_trigonometric,tablea1.dat:2840
hii_region,2.69934,11.78562,0.10998,kinematic,tablea1.dat:2841
hii_region,1.01637,9.67405,-0.05550,photometric_or_trigonometric,tablea1.dat:2843
hii_region,1.00932,9.67956,-0.04685,photometric_or_trigonometric,tablea1.dat:2844
hii_region,2.11166,11.40488,0.19547,photometric_or_trigonometric,tablea1.dat:2845
hii_region,0.44361,9.02505,-0.00356,photometric_or_trigonometric,tablea1.dat:2846
hii_region,0.26696,8.74588,-0.01797,kinematic,tablea1.dat:2848
hii_region,0.15973,8.57722,-0.00620,kinematic,tablea1.dat:2849
hii_region,1.48278,10.93045,-0.05007,photometric_or_trigonometric,tablea1.dat:2850
hii_region,1.30935,10.66117,-0.02215,photometric_or_trigonometric,tablea1.dat:2857
hii_region,2.05504,12.03965,0.15721,photometric_or_trigonometric,tablea1.dat:2859
hii_region,2.13023,12.19255,0.15418,photometric_or_trigonometric,tablea1.dat:2860
hii_region,5.03304,17.60608,-0.04210,photometric_or_trigonometric,tablea1.dat:2862
hii_region,4.41800,16.48320,-0.08116,kinematic,tablea1.dat:2871
hii_region,0.70759,9.67682,0.07869,kinematic,tablea1.dat:2872
hii_region,3.16231,14.97182,0.31410,photometric_or_trigonometric,tablea1.dat:2873
hii_region,2.00351,12.66739,0.21895,photometric_or_trigonometric,tablea1.dat:2877
hii_region,0.25401,8.85737,-0.09603,kinematic,tablea1.dat:2883
hii_region,0.24066,8.83128,-0.08904,kinematic,tablea1.dat:2884
hii_region,0.24605,8.86185,-0.09046,kinematic,tablea1.dat:2885
hii_region,0.25466,8.87957,-0.09405,kinematic,tablea1.dat:2886
hii_region,0.18610,8.72637,-0.06687,kinematic,tablea1.dat:2887
hii_region,0.22485,8.81737,-0.08169,kinematic,tablea1.dat:2889
hii_region,0.03127,8.37360,-0.00243,kinematic,tablea1.dat:2890
hii_region,1.74440,12.42757,-0.28349,kinematic,tablea1.dat:2891
hii_region,0.08000,8.49861,-0.08400,photometric_or_trigonometric,tablea1.dat:2894
hii_region,0.07969,8.50016,-0.08053,photometric_or_trigonometric,tablea1.dat:2895
hii_region,0.05884,8.44794,-0.01581,kinematic,tablea1.dat:2896
hii_region,1.48881,12.20905,0.24265,photometric_or_trigonometric,tablea1.dat:2898
hii_region,1.47543,12.21702,0.19007,photometric_or_trigonometric,tablea1.dat:2900
hii_region,1.41434,12.24359,0.06216,photometric_or_trigonometric,tablea1.dat:2904
hii_region,0.16328,8.76076,-0.10509,photometric_or_trigonometric,tablea1.dat:2905
hii_region,0.12489,8.77776,-0.07839,photometric_or_trigonometric,tablea1.dat:2908
hii_region,0.96511,12.22923,0.17948,photometric_or_trigonometric,tablea1.dat:2910
hii_region,1.78384,16.06313,0.48175,kinematic,tablea1.dat:2911
hii_region,0.87477,12.30534,-0.04508,photometric_or_trigonometric,tablea1.dat:2912
hii_region,0.78104,12.00309,0.20298,photometric_or_trigonometric,tablea1.dat:2913
hii_region,0.83866,12.41480,-0.07110,photometric_or_trigonometric,tablea1.dat:2914
hii_region,0.79934,12.30030,0.07121,photometric_or_trigonometric,tablea1.dat:2916
hii_region,0.78755,12.42497,-0.06619,photometric_or_trigonometric,tablea1.dat:2917
hii_region,0.95782,14.12167,-0.02770,kinematic,tablea1.dat:2924
hii_region,0.06988,8.79473,-0.01893,photometric_or_trigonometric,tablea1.dat:2925
hii_region,0.06127,8.79610,-0.01143,photometric_or_trigonometric,tablea1.dat:2928
hii_region,2.86575,32.20868,0.98609,kinematic,tablea1.dat:2929
hii_region,0.25323,10.47530,-0.00688,photometric_or_trigonometric,tablea1.dat:2930
hii_region,0.18483,9.88769,0.07119,photometric_or_trigonometric,tablea1.dat:2932
hii_region,0.18484,9.88783,0.06812,photometric_or_trigonometric,tablea1.dat:2934
hii_region,0.18222,9.88703,0.09015,photometric_or_trigonometric,tablea1.dat:2936
hii_region,2.01927,25.97899,0.75636,kinematic,tablea1.dat:2938
hii_region,1.87762,24.98943,0.71653,kinematic,tablea1.dat:2939
hii_region,0.15144,9.64991,0.06639,photometric_or_trigonometric,tablea1.dat:2940
hii_region,0.47858,12.57131,-0.13004,photometric_or_trigonometric,tablea1.dat:2945
hii_region,1.87469,25.30798,0.80693,kinematic,tablea1.dat:2951
hii_region,1.88353,25.49836,0.80682,kinematic,tablea1.dat:2953
hii_region,0.39968,12.03865,0.01864,photometric_or_trigonometric,tablea1.dat:2955
hii_region,0.16481,9.92165,-0.00222,kinematic,tablea1.dat:2960
hii_region,0.00919,8.43985,-0.05346,photometric_or_trigonometric,tablea1.dat:2961
hii_region,0.00268,8.44082,-0.05160,photometric_or_trigonometric,tablea1.dat:2965
hii_region,-0.07498,13.12679,0.34942,photometric_or_trigonometric,tablea1.dat:2968
hii_region,-0.06717,10.30884,0.01259,kinematic,tablea1.dat:2970
hii_region,-0.09018,10.48813,0.00726,photometric_or_trigonometric,tablea1.dat:2971
hii_region,-0.10295,9.88341,-0.10150,photometric_or_trigonometric,tablea1.dat:2978
hii_region,-0.10831,9.82212,-0.11099,kinematic,tablea1.dat:2979
hii_region,-0.04081,8.77804,-0.01449,kinematic,tablea1.dat:2982
hii_region,-0.01915,8.47240,-0.11837,photometric_or_trigonometric,tablea1.dat:2983
hii_region,-0.38444,11.44916,-0.94397,kinematic,tablea1.dat:2985
hii_region,-0.26612,10.07641,0.11647,photometric_or_trigonometric,tablea1.dat:2988
hii_region,-0.30884,10.29592,0.03642,photometric_or_trigonometric,tablea1.dat:2991
hii_region,-0.27374,10.03837,0.02728,photometric_or_trigonometric,tablea1.dat:2996
hii_region,-0.34612,10.50276,0.03075,photometric_or_trigonometric,tablea1.dat:2998
hii_region,-0.03296,8.50738,0.00287,kinematic,tablea1.dat:3002
hii_region,-0.31366,10.28034,0.14126,photometric_or_trigonometric,tablea1.dat:3005
hii_region,-0.99667,14.14920,-2.75047,kinematic,tablea1.dat:3007
hii_region,-0.23024,9.65051,0.00428,kinematic,tablea1.dat:3008
hii_region,-0.31735,10.14284,0.01103,kinematic,tablea1.dat:3009
hii_region,-0.35449,10.33934,0.01832,kinematic,tablea1.dat:3010
hii_region,-0.00456,8.32629,-0.01370,kinematic,tablea1.dat:3012
hii_region,-0.36361,10.36823,0.01448,photometric_or_trigonometric,tablea1.dat:3014
hii_region,-0.25516,9.60516,0.01901,kinematic,tablea1.dat:3020
hii_region,-0.44202,10.45467,-0.04469,kinematic,tablea1.dat:3021
hii_region,-0.43334,10.35458,0.03042,photometric_or_trigonometric,tablea1.dat:3022
hii_region,-0.31949,9.78260,-0.10113,photometric_or_trigonometric,tablea1.dat:3024
hii_region,-0.90700,12.48441,0.26862,photometric_or_trigonometric,tablea1.dat:3025
hii_region,-0.34387,9.85237,-0.00389,photometric_or_trigonometric,tablea1.dat:3027
hii_region,-0.34712,9.85164,-0.00333,photometric_or_trigonometric,tablea1.dat:3029
hii_region,-0.34728,9.85161,-0.00122,photometric_or_trigonometric,tablea1.dat:3032
hii_region,-0.34771,9.85151,-0.00050,photometric_or_trigonometric,tablea1.dat:3038
hii_region,-0.35037,9.85092,0.00167,photometric_or_trigonometric,tablea1.dat:3045
hii_region,-1.94885,16.78872,-0.08817,photometric_or_trigonometric,tablea1.dat:3048
hii_region,-0.22922,9.29391,0.00260,kinematic,tablea1.dat:3052
hii_region,-0.78538,11.59413,-1.41450,kinematic,tablea1.dat:3053
hii_region,-0.45923,10.13235,-0.06088,photometric_or_trigonometric,tablea1.dat:3055
hii_region,-0.07738,8.61037,-0.00893,kinematic,tablea1.dat:3059
hii_region,-0.12179,8.76588,-0.13463,photometric_or_trigonometric,tablea1.dat:3060
hii_region,-0.09715,8.67295,-0.13989,kinematic,tablea1.dat:3062
hii_region,-0.71589,10.98562,-0.05793,kinematic,tablea1.dat:3063
hii_region,-0.63896,10.69568,-0.05311,kinematic,tablea1.dat:3064
hii_region,-0.12709,8.77233,-0.10370,photometric_or_trigonometric,tablea1.dat:3065
hii_region,-0.53986,10.22576,-0.00314,photometric_or_trigonometric,tablea1.dat:3070
hii_region,-0.40637,9.70194,-0.03190,kinematic,tablea1.dat:3072
hii_region,-1.08426,12.03498,-0.07990,photometric_or_trigonometric,tablea1.dat:3073
hii_region,-1.49437,13.36177,-0.15415,photometric_or_trigonometric,tablea1.dat:3074
hii_region,-0.91820,11.42382,-0.16209,photometric_or_trigonometric,tablea1.dat:3081
hii_region,-2.68004,17.15996,-0.50131,photometric_or_trigonometric,tablea1.dat:3084
hii_region,-0.95923,11.41069,-0.17635,kinematic,tablea1.dat:3088
hii_region,-1.18930,12.01091,-0.15719,photometric_or_trigonometric,tablea1.dat:3089
hii_region,-1.51586,13.01853,-0.19819,photometric_or_trigonometric,tablea1.dat:3091
hii_region,-2.01280,13.56631,-0.15571,kinematic,tablea1.dat:3094
hii_region,-1.00221,10.85972,0.07698,kinematic,tablea1.dat:3095
hii_region,-1.08944,11.04014,0.08505,kinematic,tablea1.dat:3096
hii_region,-0.21604,8.82687,0.02510,kinematic,tablea1.dat:3100
hii_region,-0.31108,9.03642,0.03029,photometric_or_trigonometric,tablea1.dat:3101
hii_region,-0.69509,9.71747,-0.06341,kinematic,tablea1.dat:3103
hii_region,-0.18435,8.66911,-0.12112,photometric_or_trigonometric,tablea1.dat:3104
hii_region,-0.64934,9.59568,-0.04555,kinematic,tablea1.dat:3111
hii_region,-0.18628,8.66702,-0.12450,photometric_or_trigonometric,tablea1.dat:3112
hii_region,-0.18114,8.65985,-0.15031,photometric_or_trigonometric,tablea1.dat:3114
hii_region,-0.85588,9.99502,-0.06628,photometric_or_trigonometric,tablea1.dat:3116
hii_region,-0.18224,8.65157,-0.16760,photometric_or_trigonometric,tablea1.dat:3119
hii_region,-0.19363,8.65722,-0.14070,photometric_or_trigonometric,tablea1.dat:3122
hii_region,-1.08611,10.29000,-0.11465,kinematic,tablea1.dat:3124
hii_region,-0.67181,9.52658,-0.06448,photometric_or_trigonometric,tablea1.dat:3125
hii_region,-0.18701,8.63877,-0.13551,kinematic,tablea1.dat:3127
hii_region,-0.19672,8.65474,-0.14269,photometric_or_trigonometric,tablea1.dat:3128
hii_region,-0.19676,8.65438,-0.14354,photometric_or_trigonometric,tablea1.dat:3139
hii_region,-1.82545,11.44881,-0.04803,kinematic,tablea1.dat:3141
hii_region,-0.58541,9.31192,-0.04695,photometric_or_trigonometric,tablea1.dat:3142
hii_region,-4.03717,15.06973,-0.35241,photometric_or_trigonometric,tablea1.dat:3144
hii_region,-2.07338,11.73166,-0.06998,photometric_or_trigonometric,tablea1.dat:3147
hii_region,-0.60695,9.30022,-0.00837,photometric_or_trigonometric,tablea1.dat:3149
hii_region,-2.53654,12.43294,0.08558,kinematic,tablea1.dat:3151
hii_region,-2.57197,12.48149,0.09049,kinematic,tablea1.dat:3152
hii_region,-2.50389,12.32346,-0.09960,kinematic,tablea1.dat:3153
hii_region,-4.17437,14.99339,-0.15904,photometric_or_trigonometric,tablea1.dat:3154
hii_region,-2.51603,12.31665,-0.06130,kinematic,tablea1.dat:3158
hii_region,-2.28345,11.91905,-0.08231,kinematic,tablea1.dat:3159
hii_region,-3.49574,13.66717,-0.24774,kinematic,tablea1.dat:3160
hii_region,-0.33033,8.79524,-0.13313,kinematic,tablea1.dat:3161
hii_region,-4.39007,14.85533,0.08400,photometric_or_trigonometric,tablea1.dat:3170
hii_region,-1.00163,9.67358,0.00030,photometric_or_trigonometric,tablea1.dat:3172
hii_region,-0.81221,9.36579,-0.00117,photometric_or_trigonometric,tablea1.dat:3174
hii_region,-4.78207,14.57282,-0.18864,photometric_or_trigonometric,tablea1.dat:3176
hii_region,-0.81370,9.36466,-0.00187,photometric_or_trigonometric,tablea1.dat:3179
hii_region,-0.81461,9.36393,0.00819,photometric_or_trigonometric,tablea1.dat:3183
hii_region,-1.25390,9.93442,-0.00259,kinematic,tablea1.dat:3186
hii_region,-0.81833,9.36109,-0.00398,photometric_or_trigonometric,tablea1.dat:3187
hii_region,-1.17116,9.79611,-0.00385,kinematic,tablea1.dat:3189
hii_region,-1.14769,9.76365,-0.01188,kinematic,tablea1.dat:3190
hii_region,-1.79056,10.58112,-0.01974,photometric_or_trigonometric,tablea1.dat:3191
hii_region,-4.68832,14.14905,0.24134,photometric_or_trigonometric,tablea1.dat:3193
hii_region,-5.31511,14.89886,-0.67430,photometric_or_trigonometric,tablea1.dat:3199
hii_region,-0.35602,8.73066,-0.03721,kinematic,tablea1.dat:3201
hii_region,-4.60768,13.69090,-0.34275,kinematic,tablea1.dat:3204
hii_region,-0.29371,8.64051,-0.01696,kinematic,tablea1.dat:3208
hii_region,-0.47678,8.85236,-0.02191,kinematic,tablea1.dat:3209
hii_region,-0.47200,8.84279,-0.03153,kinematic,tablea1.dat:3210
hii_region,-2.08628,10.62928,-0.13707,kinematic,tablea1.dat:3211
hii_region,-0.69050,9.02257,-0.03316,photometric_or_trigonometric,tablea1.dat:3212
hii_region,-0.69592,9.01638,-0.05007,photometric_or_trigonometric,tablea1.dat:3215
hii_region,-2.25790,10.62266,0.06898,photometric_or_trigonometric,tablea1.dat:3217
hii_region,-0.56488,8.88033,-0.01487,kinematic,tablea1.dat:3219
hii_region,-0.50930,8.82285,-0.01184,kinematic,tablea1.dat:3220
hii_region,-0.64954,8.96468,-0.03460,kinematic,tablea1.dat:3221
hii_region,-0.69899,9.01353,-0.04780,photometric_or_trigonometric,tablea1.dat:3222
hii_region,-0.50386,8.81424,-0.00877,kinematic,tablea1.dat:3224
hii_region,-0.70068,9.01339,-0.01100,photometric_or_trigonometric,tablea1.dat:3225
hii_region,-0.63894,8.94777,-0.01596,kinematic,tablea1.dat:3228
hii_region,-0.55362,8.84833,-0.03514,kinematic,tablea1.dat:3229
hii_region,-0.71230,9.00046,-0.04449,photometric_or_trigonometric,tablea1.dat:3230
hii_region,-0.60056,8.87280,-0.01114,kinematic,tablea1.dat:3235
hii_region,-0.57242,8.84440,-0.00815,kinematic,tablea1.dat:3236
hii_region,-2.74036,10.78603,-0.00749,photometric_or_trigonometric,tablea1.dat:3237
hii_region,-3.49389,11.27669,0.01202,photometric_or_trigonometric,tablea1.dat:3243
hii_region,-3.33918,11.00691,0.11181,photometric_or_trigonometric,tablea1.dat:3244
hii_region,-3.34623,10.99814,0.11331,photometric_or_trigonometric,tablea1.dat:3245
hii_region,-3.35441,10.97003,-0.32997,photometric_or_trigonometric,tablea1.dat:3247
hii_region,-2.44347,10.20376,-0.12311,kinematic,tablea1.dat:3252
hii_region,-1.33392,9.32097,0.02610,photometric_or_trigonometric,tablea1.dat:3253
hii_region,-0.61733,8.75914,-0.12847,kinematic,tablea1.dat:3257
hii_region,-3.46818,10.84195,-0.01433,photometric_or_trigonometric,tablea1.dat:3259
hii_region,-3.49277,10.80796,-0.02702,photometric_or_trigonometric,tablea1.dat:3266
hii_region,-3.50338,10.79248,0.06229,photometric_or_trigonometric,tablea1.dat:3269
hii_region,-3.51240,10.78048,-0.01501,photometric_or_trigonometric,tablea1.dat:3271
hii_region,-1.04531,9.03848,-0.22798,photometric_or_trigonometric,tablea1.dat:3273
hii_region,-2.74596,10.21853,0.03824,kinematic,tablea1.dat:3274
hii_region,-2.05615,9.71098,-0.17718,photometric_or_trigonometric,tablea1.dat:3275
hii_region,-2.56777,9.97934,0.10618,photometric_or_trigonometric,tablea1.dat:3276
hii_region,-4.52766,11.24029,-0.12251,photometric_or_trigonometric,tablea1.dat:3277
hii_region,-1.33711,9.15973,-0.18168,photometric_or_trigonometric,tablea1.dat:3278
hii_region,-4.62181,10.93463,0.00659,photometric_or_trigonometric,tablea1.dat:3281
hii_region,-3.56898,10.10603,0.02597,photometric_or_trigonometric,tablea1.dat:3282
hii_region,-4.33395,9.77270,-0.15632,kinematic,tablea1.dat:3290
hii_region,-0.11489,8.33448,-0.00338,kinematic,tablea1.dat:3291
hii_region,-0.59399,8.47705,-0.01514,kinematic,tablea1.dat:3292
hii_region,-2.87775,9.14762,-0.00984,photometric_or_trigonometric,tablea1.dat:3293
hii_region,-2.89406,9.12685,-0.02931,kinematic,tablea1.dat:3296
hii_region,-2.66344,9.06091,-0.00459,kinematic,tablea1.dat:3297
hii_region,-2.89000,9.10489,-0.00576,photometric_or_trigonometric,tablea1.dat:3298
hii_region,-7.32974,10.30849,0.03038,photometric_or_trigonometric,tablea1.dat:3299
hii_region,-8.56551,10.19767,-0.34531,kinematic,tablea1.dat:3300
hii_region,-1.17162,8.55910,0.01328,photometric_or_trigonometric,tablea1.dat:3301
hii_region,-5.27615,9.26712,-0.25259,kinematic,tablea1.dat:3302
hii_region,-5.53726,9.30939,-0.12940,kinematic,tablea1.dat:3303
hii_region,-1.18164,8.50908,-0.00121,photometric_or_trigonometric,tablea1.dat:3304
hii_region,-1.18159,8.50905,0.01177,photometric_or_trigonometric,tablea1.dat:3305
hii_region,-0.80974,8.42932,0.00165,kinematic,tablea1.dat:3306
hii_region,-7.34102,9.44052,-0.11619,kinematic,tablea1.dat:3307
hii_region,-1.36388,8.50795,-0.03133,kinematic,tablea1.dat:3308
hii_region,-0.66236,8.40040,0.00983,photometric_or_trigonometric,tablea1.dat:3309
hii_region,-1.50285,8.52080,-0.05549,kinematic,tablea1.dat:3310
hii_region,-5.99408,9.17775,-0.15525,kinematic,tablea1.dat:3311
hii_region,-1.18955,8.44899,-0.05259,kinematic,tablea1.dat:3312
hii_region,-1.09124,8.43592,0.02668,photometric_or_trigonometric,tablea1.dat:3313
hii_region,-3.02873,8.65853,0.02741,photometric_or_trigonometric,tablea1.dat:3316
hii_region,-0.27845,8.32804,0.00888,kinematic,tablea1.dat:3321
hii_region,-0.90519,8.39046,0.02342,photometric_or_trigonometric,tablea1.dat:3322
hii_region,-1.69211,8.46353,0.00415,photometric_or_trigonometric,tablea1.dat:3325
hii_region,-0.07965,8.30724,0.00182,kinematic,tablea1.dat:3327
hii_region,-0.46801,8.34114,0.01307,kinematic,tablea1.dat:3328
hii_region,-3.19789,8.57359,-0.05210,kinematic,tablea1.dat:3329
hii_region,-0.90645,8.37690,0.02309,photometric_or_trigonometric,tablea1.dat:3330
hii_region,-0.00996,8.30084,0.00007,kinematic,tablea1.dat:3334
hii_region,-4.89010,8.70049,-0.18609,kinematic,tablea1.dat:3335
hii_region,-1.23880,8.34908,-0.02389,photometric_or_trigonometric,tablea1.dat:3336
hii_region,-1.39882,8.35330,-0.02123,photometric_or_trigonometric,tablea1.dat:3337
hii_region,-1.08923,8.34084,0.00076,kinematic,tablea1.dat:3339
hii_region,-1.39886,8.35014,-0.02605,photometric_or_trigonometric,tablea1.dat:3340
hii_region,-1.81758,8.35982,-0.07218,kinematic,tablea1.dat:3348
hii_region,-1.29938,8.33507,-0.01924,photometric_or_trigonometric,tablea1.dat:3350
hii_region,-2.59919,8.33933,-0.05159,photometric_or_trigonometric,tablea1.dat:3352
hii_region,-1.70948,8.32509,-0.03390,kinematic,tablea1.dat:3353
hii_region,-2.59892,8.33602,-0.06575,photometric_or_trigonometric,tablea1.dat:3354
hii_region,-1.29959,8.31472,-0.02922,kinematic,tablea1.dat:3356
hii_region,-8.05696,8.37495,-0.20817,kinematic,tablea1.dat:3357
hii_region,-0.54986,8.30328,-0.01217,kinematic,tablea1.dat:3359
hii_region,-8.48997,8.32163,-0.00934,kinematic,tablea1.dat:3360
hii_region,-0.01000,8.29998,-0.00006,kinematic,tablea1.dat:3361
hii_region,-3.39958,8.28256,0.05032,photometric_or_trigonometric,tablea1.dat:3362
hii_region,-5.22753,7.96113,-0.12546,kinematic,tablea1.dat:3364
hii_region,-2.69285,8.11108,-0.05376,photometric_or_trigonometric,tablea1.dat:3365
hii_region,-5.84683,7.20368,-0.12326,kinematic,tablea1.dat:3369
hii_region,-1.56016,7.99637,-0.04240,kinematic,tablea1.dat:3371
hii_region,-1.57890,7.98846,-0.04608,kinematic,tablea1.dat:3372
hii_region,-1.62482,7.96771,-0.07177,kinematic,tablea1.dat:3376
hii_region,-1.74343,7.94228,-0.03010,kinematic,tablea1.dat:3378
hii_region,-1.66315,7.95119,-0.04773,kinematic,tablea1.dat:3382
hii_region,-5.11465,7.21481,-0.12513,kinematic,tablea1.dat:3384
hii_region,-6.81558,6.84807,-0.14366,photometric_or_trigonometric,tablea1.dat:3385
hii_region,-4.75027,7.28518,-0.15698,kinematic,tablea1.dat:3388
hii_region,-6.81411,6.83420,-0.01460,photometric_or_trigonometric,tablea1.dat:3389
